Name;BuildingLevel;TID;InfoTID;BuildingClass;SecondaryTargetingClass;ShopBuildingClass;SWF;ExportName;ExportNameNpc;ExportNameConstruction;ExportNameLocked;BuildTimeD;BuildTimeH;BuildTimeM;BuildTimeS;BuildResource;BuildCost;TownHallLevel;CapitalHallLevel;Width;Height;Icon;ExportNameBuildAnim;ExportNameUpgradeAnim;MaxStoredGold;MaxStoredElixir;MaxStoredDarkElixir;MaxStoredWarGold;MaxStoredWarElixir;MaxStoredWarDarkElixir;MaxStoredGold2;MaxStoredElixir2;PercentageStoredGold;PercentageStoredElixir;PercentageStoredDarkElixir;LootOnDestruction;Bunker;Village2Housing;HousingSpace;HousingSpaceAlt;HousingSpaceSiege;ProducesResource;ResourcePer100Hours;ResourceMax;ResourceIconLimit;UnitProduction;UpgradesUnitType;ProducesUnitsOfType;LevelRequirementTID;BoostCost;FreeBoost;Hitpoints;RegenTime;AttackRange;AltAttackMode;AltAttackRange;PrepareSpeed;AttackSpeed;AltAttackSpeed;CoolDownOverride;DPS;AltDPS;Damage;PreferredTarget;PreferredTargetDamageMod;RandomHitPosition;DestroyEffect;DestroyDamageEffect;AttackEffect;AttackEffect2;ChainAttackDistance;ChainAttackMaxTargets;ChainAttackDelay;ChainAttackDamageReductionPercent;AttackEffectAlt;HitEffect;Projectile;AltProjectile;ExportNameDamagedSWF;ExportNameDamaged;BuildingW;BuildingH;BaseGfx;ExportNameBase;AirTargets;GroundTargets;MultiTargets;NumMultiTargets;AltAirTargets;AltGroundTargets;AltMultiTargets;AmmoCount;AmmoResource;AmmoCost;MinAttackRange;DamageRadius;PushBack;WallCornerPieces;LoadAmmoEffect;NoAmmoEffect;ToggleAttackModeEffect;PickUpEffect;PlacingEffect;AnimateTurret;DefenderCharacter;DefenderCount;DefenderZ;AltDefenderZ;DestructionXP;Locked;StartingHomeCount;Hidden;AOESpell;AOESpellAlternate;TriggerRadius;ExportNameTriggered;AppearEffect;ForgesSpells;ForgesMiniSpells;IsHeroBarrack;HeroType;IncreasingDamage;DPSLv2;DPSLv3;DPSMulti;Lv2SwitchTime;Lv3SwitchTime;AttackEffectLv2;AttackEffectLv3;TransitionEffectLv2;TransitionEffectLv3;AltNumMultiTargets;PreventsHealing;StrengthWeight;AlternatePickNewTargetDelay;AltBuildResource;SpeedMod;StatusEffectTime;ShockwavePushStrength;ShockwaveArcLength;ShockwaveExpandRadius;TargetingConeAngle;AimRotateStep;PenetratingProjectile;PenetratingRadius;PenetratingExtraRange;TurnSpeed;NeedsAim;TargetGroups;TargetGroupsRadius;HitSpell;HitSpellLevel;ExportNameBeamStart;ExportNameBeamEnd;Damage2;Damage2Radius;Damage2Delay;Damage2Min;Damage2FalloffStart;Damage2FalloffEnd;HitEffect2;WakeUpSpeed;WakeUpSpace;PreAttackEffect;ShareHeroCombatData;BurstCount;BurstDelay;AltBurstCount;AltBurstDelay;DummyProjectileCount;DieDamage;DieDamageRadius;DieDamageEffect;DieDamageDelay;IsRed;VillageType;WallBlockX;WallBlockY;RedMul;GreenMul;BlueMul;RedAdd;GreenAdd;BlueAdd;DefenceTroopCount;DefenceTroopCharacter;DefenceTroopCharacter2;DefenceTroopLevel;AmountCanBeUpgraded;SelfAsAoeCenter;NewTargetAttackDelay;GearUpBuilding;GearUpLevelRequirement;GearUpResource;GearUpCost;GearUpTime;GearUpTID;StartUpgradeBoosterCost;ActivateCombatOnDamageTaken;ActivatedCombatAddBuildingClass;CombatActivationDelay;CombatActivationEffect;Weapon;HintPriority;UpgradeTasks;UpgradeTasksRequired;AnimationActionFrame;SpellOnNearbyDamage;DamagePermilHp;ProjectileVariantByTargetMaxHP;DefaultProjectileVariant;PreviewScenario;CustomTargetHitBuildingInRange;UnlockWeaponMode
Archer Tower2;9;TID_BUILDING_ARCHER_TOWER2;TID_ARCHER_TOWER2_INFO;Defense;Resource;Army;sc/buildings2.sc;adv_archer_tower_lvl9;new_TH_lvl1;tower_turret_const;adv_archer_tower_broken;4;0;0;0;Gold2;3600000;9;9;3;3;0;tower_turret_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;20;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;1395;1;1100;;700;600;1000;500;3000;77;154;55;0;0;;Building Destroyed;Bomb Tower Destroyed4;Archer Attack;Tesla Attack_8_Secondary;0;0;0;0;0;Explosive Arrow;Tower Arrow HIGH;Tower Arrow LOW;0;wood_destructed_tiles3;2;2;-1;defense_tower_turret_base;TRUE;;;0;;;;30;Elixir;55000;400;300;50;Looping;Artillery Load;Artillery No Ammo;Bow Target;Tower Turret Pickup;Tower Turret Placing;;Archer6;2;160;68;9;;1;;0;0;600;teslatower_lvl9;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;312;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;4;500;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;AirAndGroundDefense2;;0
Rocket;1;TID_BUILDING_MORTAR;TID_MORTAR_INFO;Defense;Resource;Army;sc/buildings2.sc;adv_archer_tower_lvl8;new_TH_lvl1;mortar_const;adv_archer_tower_broken;0;5;0;0;Gold2;250000;1000;9;3;3;0;tower_turret_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;20;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;1000;1;1100;;700;600;5000;500;3000;56;86;55;0;0;;Building Destroyed;Bomb Tower Destroyed4;Mortar Attack;Tesla Attack_8_Secondary;0;0;0;0;0;Mortar Hit;Mortar Ammo1;Tower Arrow LOW;0;rockWood_destructed_tiles3;2;2;-1;newVillage_rocket_lvl1;FALSE;TRUE;;0;;;;30;Elixir;55000;400;150;100;Looping;Artillery Load;Artillery No Ammo;Bow Target;Mortar Pickup;Mortar Placing;;Archer6;2;160;68;9;TRUE;1;;0;0;600;teslatower_lvl9;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;0;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;4;500;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;Defense2;;0
Air Defense Mini;1;TID_BUILDING_AIR_DEFENSE_SMALL;TID_AIR_DEFENSE_SMALL_INFO;Defense;Resource;Army;sc/buildings2.sc;airDefence_box_lvl1;new_TH_lvl1;air_mortar_const;adv_archer_tower_broken;0;0;15;0;Gold2;30000;3;3;2;2;0;teslatower_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;20;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;400;1;1000;;700;600;800;500;3000;56;86;17;0;0;TRUE;Building Destroyed;Bomb Tower Destroyed4;Air Defence Mini Attack;Tesla Attack_8_Secondary;0;0;0;0;0;Air Defence Mini hit1;FireworkMini;Tower Arrow LOW;0;rockWood_destructed_tiles3;2;2;-1;airdefence_box_base_lvl1;TRUE;FALSE;;0;;;;30;Elixir;55000;400;150;100;Looping;Artillery Load;Artillery No Ammo;Bow Target;Air Defence Pickup;Air Defence Placing;;Archer6;2;160;68;9;;1;;0;0;600;teslatower_lvl9;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;324;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;64;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;AirDefense2;;0
Air Defense Mini;2;TID_BUILDING_AIR_DEFENSE_SMALL;TID_AIR_DEFENSE_SMALL_INFO;Defense;Resource;Army;sc/buildings2.sc;airDefence_box_lvl2;new_TH_lvl1;air_mortar_const;adv_archer_tower_broken;0;2;0;0;Gold2;80000;3;3;2;2;0;teslatower_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;20;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;460;1;1000;;700;600;800;500;3000;56;86;19;0;0;;Building Destroyed;Bomb Tower Destroyed4;Air Defence Mini Attack;Tesla Attack_8_Secondary;0;0;0;0;0;Air Defence Mini hit1;FireworkMini2;Tower Arrow LOW;0;rockWood_destructed_tiles3;2;2;-1;airdefence_box_base_lvl1;TRUE;;;0;;;;30;Elixir;55000;400;150;100;Looping;Artillery Load;Artillery No Ammo;Bow Target;Air Defence Pickup;Air Defence Placing;;Archer6;2;160;68;9;;1;;0;0;600;teslatower_lvl9;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;330;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;64;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;AirDefense2;;0
Air Defense Mini;3;TID_BUILDING_AIR_DEFENSE_SMALL;TID_AIR_DEFENSE_SMALL_INFO;Defense;Resource;Army;sc/buildings2.sc;airDefence_box_lvl3;new_TH_lvl1;air_mortar_const;adv_archer_tower_broken;0;4;0;0;Gold2;120000;3;3;2;2;0;teslatower_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;20;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;529;1;1000;;700;600;800;500;3000;56;86;21;0;0;;Building Destroyed;Bomb Tower Destroyed4;Air Defence Mini Attack;Tesla Attack_8_Secondary;0;0;0;0;0;Air Defence Mini hit2;FireworkMini3;Tower Arrow LOW;0;rockWood_destructed_tiles3;2;2;-1;airdefence_box_base_lvl1;TRUE;;;0;;;;30;Elixir;55000;400;150;100;Looping;Artillery Load;Artillery No Ammo;Bow Target;Air Defence Pickup;Air Defence Placing;;Archer6;2;160;68;9;;1;;0;0;600;teslatower_lvl9;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;336;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;64;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;AirDefense2;;0
Air Defense Mini;4;TID_BUILDING_AIR_DEFENSE_SMALL;TID_AIR_DEFENSE_SMALL_INFO;Defense;Resource;Army;sc/buildings2.sc;airDefence_box_lvl4;new_TH_lvl1;air_mortar_const;adv_archer_tower_broken;0;12;0;0;Gold2;300000;4;4;2;2;0;teslatower_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;20;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;608;1;1000;;700;600;800;500;3000;56;86;23;0;0;;Building Destroyed;Bomb Tower Destroyed4;Air Defence Mini Attack;Tesla Attack_8_Secondary;0;0;0;0;0;Air Defence Mini hit2;FireworkMini4;Tower Arrow LOW;0;rockWood_destructed_tiles3;2;2;-1;airdefence_box_base_lvl1;TRUE;;;0;;;;30;Elixir;55000;400;150;100;Looping;Artillery Load;Artillery No Ammo;Bow Target;Air Defence Pickup;Air Defence Placing;;Archer6;2;160;68;9;;1;;0;0;600;teslatower_lvl9;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;342;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;64;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;AirDefense2;;0
Air Defense Mini;5;TID_BUILDING_AIR_DEFENSE_SMALL;TID_AIR_DEFENSE_SMALL_INFO;Defense;Resource;Army;sc/buildings2.sc;airDefence_box_lvl5;new_TH_lvl1;air_mortar_const;adv_archer_tower_broken;1;0;0;0;Gold2;800000;5;5;2;2;0;teslatower_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;20;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;699;1;1000;;700;600;800;500;3000;56;86;25;0;0;;Building Destroyed;Bomb Tower Destroyed4;Air Defence Mini Attack;Tesla Attack_8_Secondary;0;0;0;0;0;Air Defence Mini hit3;FireworkMini5;Tower Arrow LOW;0;rockWood_destructed_tiles3;2;2;-1;airdefence_box_base_lvl1;TRUE;;;0;;;;30;Elixir;55000;400;150;100;Looping;Artillery Load;Artillery No Ammo;Bow Target;Air Defence Pickup;Air Defence Placing;;Archer6;2;160;68;9;;1;;0;0;600;teslatower_lvl9;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;348;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;64;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;AirDefense2;;0
Air Defense Mini;6;TID_BUILDING_AIR_DEFENSE_SMALL;TID_AIR_DEFENSE_SMALL_INFO;Defense;Resource;Army;sc/buildings2.sc;airDefence_box_lvl6;new_TH_lvl1;air_mortar_const;adv_archer_tower_broken;1;0;0;0;Gold2;1200000;6;6;2;2;0;teslatower_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;20;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;804;1;1000;;700;600;800;500;3000;56;86;28;0;0;;Building Destroyed;Bomb Tower Destroyed4;Air Defence Mini Attack;Tesla Attack_8_Secondary;0;0;0;0;0;Air Defence Mini hit3;FireworkMini5;Tower Arrow LOW;0;rockWood_destructed_tiles3;2;2;-1;airdefence_box_base_lvl1;TRUE;;;0;;;;30;Elixir;55000;400;150;100;Looping;Artillery Load;Artillery No Ammo;Bow Target;Air Defence Pickup;Air Defence Placing;;Archer6;2;160;68;9;;1;;0;0;600;teslatower_lvl9;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;354;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;64;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;AirDefense2;;0
Air Defense Mini;7;TID_BUILDING_AIR_DEFENSE_SMALL;TID_AIR_DEFENSE_SMALL_INFO;Defense;Resource;Army;sc/buildings2.sc;airDefence_box_lvl7;new_TH_lvl1;air_mortar_const;adv_archer_tower_broken;2;0;0;0;Gold2;2000000;7;7;2;2;0;teslatower_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;20;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;925;1;1000;;700;600;800;500;3000;56;86;31;0;0;;Building Destroyed;Bomb Tower Destroyed4;Air Defence Mini Attack;Tesla Attack_8_Secondary;0;0;0;0;0;Air Defence Mini hit3;FireworkMini5;Tower Arrow LOW;0;rockWood_destructed_tiles3;2;2;-1;airdefence_box_base_lvl1;TRUE;;;0;;;;30;Elixir;55000;400;150;100;Looping;Artillery Load;Artillery No Ammo;Bow Target;Air Defence Pickup;Air Defence Placing;;Archer6;2;160;68;9;;1;;0;0;600;teslatower_lvl9;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;360;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;64;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;AirDefense2;;0
Air Defense Mini;8;TID_BUILDING_AIR_DEFENSE_SMALL;TID_AIR_DEFENSE_SMALL_INFO;Defense;Resource;Army;sc/buildings2.sc;airDefence_box_lvl8;new_TH_lvl1;air_mortar_const;adv_archer_tower_broken;3;0;0;0;Gold2;3000000;8;8;2;2;0;teslatower_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;20;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;1064;1;1000;;700;600;800;500;3000;56;86;34;0;0;;Building Destroyed;Bomb Tower Destroyed4;Air Defence Mini Attack;Tesla Attack_8_Secondary;0;0;0;0;0;Air Defence Mini hit3;FireworkMini6;Tower Arrow LOW;0;rockWood_destructed_tiles3;2;2;-1;airdefence_box_base_lvl1;TRUE;;;0;;;;30;Elixir;55000;400;150;100;Looping;Artillery Load;Artillery No Ammo;Bow Target;Air Defence Pickup;Air Defence Placing;;Archer6;2;160;68;9;;1;;0;0;600;teslatower_lvl9;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;366;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;64;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;AirDefense2;;0
Air Defense Mini;9;TID_BUILDING_AIR_DEFENSE_SMALL;TID_AIR_DEFENSE_SMALL_INFO;Defense;Resource;Army;sc/buildings2.sc;airDefence_box_lvl9;new_TH_lvl1;air_mortar_const;adv_archer_tower_broken;4;0;0;0;Gold2;4000000;9;9;2;2;0;teslatower_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;20;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;1117;1;1000;;700;600;800;500;3000;56;86;37;0;0;;Building Destroyed;Bomb Tower Destroyed4;Air Defence Mini Attack;Tesla Attack_8_Secondary;0;0;0;0;0;Air Defence Mini hit3;FireworkMini6;Tower Arrow LOW;0;rockWood_destructed_tiles3;2;2;-1;airdefence_box_base_lvl1;TRUE;;;0;;;;30;Elixir;55000;400;150;100;Looping;Artillery Load;Artillery No Ammo;Bow Target;Air Defence Pickup;Air Defence Placing;;Archer6;2;160;68;9;;1;;0;0;600;teslatower_lvl9;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;372;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;64;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;1;Defending Builder;0;3;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;AirDefense2;;0
Guard Post;1;TID_BUILDING_GUARD_POST;TID_GUARD_POST_INFO;Defense;Resource;Army;sc/buildings2.sc;GuardPost_lvl1;new_TH_lvl1;air_mortar_const;adv_archer_tower_broken;0;4;0;0;Gold2;200000;4;4;2;2;0;teslatower_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;20;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;300;1;1000;;700;600;800;500;3000;56;86;37;0;0;;Building Destroyed;Bomb Tower Destroyed4;Air Defence Mini Attack;Tesla Attack_8_Secondary;0;0;0;0;0;Air Defence Mini hit3;FireworkMini6;Tower Arrow LOW;0;rockWood_destructed_tiles2;1;1;-1;newVillage_guard_post_lvl1;TRUE;;;0;;;;30;Elixir;55000;400;150;100;Looping;Artillery Load;Artillery No Ammo;Bow Target;Worker Building Pickup;Worker Building Placing;;Archer6;2;160;68;9;;1;;0;0;600;teslatower_lvl9;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;422;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;64;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;2;Barbarian2;Archer2;2;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;AirDefense2;;0
Guard Post;2;TID_BUILDING_GUARD_POST;TID_GUARD_POST_INFO;Defense;Resource;Army;sc/buildings2.sc;GuardPost_lvl2;new_TH_lvl1;air_mortar_const;adv_archer_tower_broken;0;8;0;0;Gold2;240000;4;4;2;2;0;teslatower_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;20;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;345;1;1000;;700;600;800;500;3000;56;86;37;0;0;;Building Destroyed;Bomb Tower Destroyed4;Air Defence Mini Attack;Tesla Attack_8_Secondary;0;0;0;0;0;Air Defence Mini hit3;FireworkMini6;Tower Arrow LOW;0;rockWood_destructed_tiles2;1;1;-1;newVillage_guard_post_lvl1;TRUE;;;0;;;;30;Elixir;55000;400;150;100;Looping;Artillery Load;Artillery No Ammo;Bow Target;Worker Building Pickup;Worker Building Placing;;Archer6;2;160;68;9;;1;;0;0;600;teslatower_lvl9;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;379;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;64;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;2;Barbarian2;Archer2;4;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;AirDefense2;;0
Guard Post;3;TID_BUILDING_GUARD_POST;TID_GUARD_POST_INFO;Defense;Resource;Army;sc/buildings2.sc;GuardPost_lvl3;new_TH_lvl1;air_mortar_const;adv_archer_tower_broken;0;12;0;0;Gold2;280000;4;4;2;2;0;teslatower_upg;doom_cannon_lvl4_upgrade;2000000;2000000;350000;4000000;4000000;20000;2000000;2000000;0;0;20;;;20;20;1;1;Gold2;400000;96000;140;55;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;0;;397;1;1000;;700;600;800;500;3000;56;86;37;0;0;;Building Destroyed;Bomb Tower Destroyed4;Air Defence Mini Attack;Tesla Attack_8_Secondary;0;0;0;0;0;Air Defence Mini hit3;FireworkMini6;Tower Arrow LOW;0;rockWood_destructed_tiles2;1;1;-1;newVillage_guard_post_lvl1;TRUE;;;0;;;;30;Elixir;55000;400;150;100;Looping;Artillery Load;Artillery No Ammo;Bow Target;Worker Building Pickup;Worker Building Placing;;Archer6;2;160;68;9;;1;;0;0;600;teslatower_lvl9;Tesla Appear;;;;Grand Warden;;240;2400;116;1500;5250;Dark Tower lvl3 Attack 2;Dark Tower lvl3 Attack 3;Dark Tower Up 2;Dark Tower Up 3;6;;265;50;Elixir2;0;0;400;700;250;105;45;;0;0;0;;;500;0;0;beam_up;beam_down;0;0;0;0;0;0;0;1125;200;Artillery PreAttack;;3;64;3;500;0;550;275;Bomb Tower Explode;1000;;1;0,0,0,0,0;0,-2,2,-1,1;245;245;255;0;0;10;3;Barbarian2;Archer2;6;200;;0;Multi Mortar;7;Gold;8000000;20160;TID_GEAR_UP_MORTAR;8;1;Defense;500;0;GoblinTh02;150;0;0;0;0;0;0;0;AirDefense2;;0
